customer_id,recency,frequency,monetary,R,F,M,RFM_score,segment,cluster,marketing_channel
CUST01043,74,5,281.87,2,3,2,7,Potential Loyalists,1,Social Media
CUST01044,380,3,451.25,1,1,3,5,At Risk,0,Direct
CUST01045,10,5,602.81,4,3,3,10,Champions,1,Paid Search
CUST01046,17,4,175.56,4,2,1,7,Potential Loyalists,3,Paid Search
CUST01047,49,3,648.56,3,1,3,7,Potential Loyalists,3,Organic Search
CUST01048,96,6,810.25,2,4,4,10,Champions,1,Organic Search
CUST01049,18,7,1213.18,4,4,4,12,Champions,2,Social Media
CUST01050,44,3,169.1,3,1,1,5,At Risk,3,Referral
CUST01051,29,3,556.17,3,1,3,7,Potential Loyalists,3,Email
CUST01052,387,2,306.18,1,1,2,4,At Risk,0,Organic Search
CUST01053,11,4,246.95,4,2,2,8,Loyal Customers,3,Email
CUST01054,31,7,754.62,3,4,4,11,Champions,1,Social Media
CUST01055,2,2,127.86,4,1,1,6,Potential Loyalists,3,Direct
CUST01056,238,4,227.87,1,2,1,4,At Risk,0,Paid Search
CUST01057,2,3,294.09,4,1,2,7,Potential Loyalists,3,Organic Search
CUST01058,13,3,427.53000000000003,4,1,3,8,Loyal Customers,3,Social Media
CUST01059,12,5,1122.36,4,3,4,11,Champions,2,Direct
CUST01060,17,2,35.03,4,1,1,6,Potential Loyalists,3,Paid Search
CUST01061,51,7,928.8,3,4,4,11,Champions,2,Paid Search
CUST01062,187,2,278.94,1,1,2,4,At Risk,0,Paid Search
CUST01063,52,5,413.44,3,3,2,8,Loyal Customers,1,Paid Search
CUST01064,49,5,678.7,3,3,4,10,Champions,1,Organic Search
CUST01065,205,3,593.88,1,1,3,5,At Risk,0,Paid Search
CUST01066,54,4,259.56,2,2,2,6,Potential Loyalists,3,Email
CUST01067,59,6,924.87,2,4,4,10,Champions,2,Email
CUST01068,12,6,565.47,4,4,3,11,Champions,1,Email
CUST01069,28,8,1378.73,3,4,4,11,Champions,2,Direct
CUST01070,412,3,446.32,1,1,3,5,At Risk,0,Direct
CUST01071,163,4,326.6,1,2,2,5,At Risk,3,Paid Search
CUST01072,31,7,617.45,3,4,3,10,Champions,1,Organic Search
CUST01073,88,5,503.19,2,3,3,8,Loyal Customers,1,Referral
CUST01074,177,4,204.58,1,2,1,4,At Risk,3,Organic Search
CUST01075,41,5,501.15,3,3,3,9,Loyal Customers,1,Organic Search
CUST01076,17,5,471.66999999999996,4,3,3,10,Champions,1,Referral
CUST01077,12,7,798.26,4,4,4,12,Champions,2,Organic Search
CUST01078,168,2,125.16,1,1,1,3,Hibernating,3,Organic Search
CUST01079,26,6,384.45,3,4,2,9,Loyal Customers,1,Email
CUST01080,45,5,965.22,3,3,4,10,Champions,1,Email
CUST01081,55,6,553.73,2,4,3,9,Loyal Customers,1,Paid Search
CUST01082,4,7,513.02,4,4,3,11,Champions,1,Direct
CUST01083,99,5,480.96999999999997,2,3,3,8,Loyal Customers,1,Social Media
CUST01084,458,1,277.48,1,1,2,4,At Risk,0,Social Media
CUST01085,30,7,580.55,3,4,3,10,Champions,1,Referral
CUST01086,58,2,675.48,2,1,3,6,Potential Loyalists,3,Social Media
CUST01087,84,8,1543.71,2,4,4,10,Champions,2,Paid Search
CUST01088,140,4,547.58,2,2,3,7,Potential Loyalists,1,Social Media
CUST01089,44,4,332.46,3,2,2,7,Potential Loyalists,3,Referral
CUST01090,61,3,395.65999999999997,2,1,2,5,At Risk,3,Email
CUST01091,29,7,514.54,3,4,3,10,Champions,1,Social Media
CUST01092,338,3,518.76,1,1,3,5,At Risk,0,Organic Search
CUST01093,181,1,104.12,1,1,1,3,Hibernating,3,Organic Search
CUST01094,357,3,82.8,1,1,1,3,Hibernating,0,Direct
CUST01095,57,6,511.02000000000004,2,4,3,9,Loyal Customers,1,Social Media
CUST01096,1,6,315.77,4,4,2,10,Champions,1,Email
CUST01097,187,3,326.56,1,1,2,4,At Risk,0,Organic Search
CUST01098,334,3,670.7900000000001,1,1,3,5,At Risk,0,Direct
CUST01099,191,4,241.53,1,2,1,4,At Risk,0,Organic Search
CUST01100,37,4,170.01,3,2,1,6,Potential Loyalists,3,Direct
CUST01101,241,1,410.74,1,1,2,4,At Risk,0,Email
CUST01102,164,5,545.74,1,3,3,7,Potential Loyalists,1,Social Media
CUST01103,6,8,774.95,4,4,4,12,Champions,2,Social Media
CUST01104,18,7,527.95,4,4,3,11,Champions,1,Social Media
CUST01105,54,6,460.63,2,4,3,9,Loyal Customers,1,Social Media
CUST01106,59,2,203.74,2,1,1,4,At Risk,3,Email
CUST01107,11,4,849.23,4,2,4,10,Champions,1,Social Media
CUST01108,19,5,682.1800000000001,4,3,4,11,Champions,1,Organic Search
CUST01109,606,2,320.81,1,1,2,4,At Risk,0,Social Media
CUST01110,420,1,75.1,1,1,1,3,Hibernating,0,Organic Search
CUST01111,20,3,151.63,4,1,1,6,Potential Loyalists,3,Referral
CUST01112,14,5,552.74,4,3,3,10,Champions,1,Direct
CUST01113,48,4,424.8,3,2,3,8,Loyal Customers,3,Paid Search
CUST01114,12,7,555.85,4,4,3,11,Champions,1,Social Media
CUST01115,106,1,770.0,2,1,4,7,Potential Loyalists,3,Organic Search
CUST01116,5,7,747.65,4,4,4,12,Champions,1,Paid Search
CUST01117,274,3,358.23,1,1,2,4,At Risk,0,Social Media
CUST01118,17,7,619.83,4,4,3,11,Champions,1,Direct
CUST01119,80,4,188.96,2,2,1,5,At Risk,3,Email
CUST01120,5,2,147.87,4,1,1,6,Potential Loyalists,3,Email
CUST01121,76,5,576.4200000000001,2,3,3,8,Loyal Customers,1,Email
CUST01122,7,4,256.84999999999997,4,2,2,8,Loyal Customers,3,Direct
CUST01123,11,3,564.23,4,1,3,8,Loyal Customers,3,Organic Search
CUST01124,35,5,888.04,3,3,4,10,Champions,1,Referral
CUST01125,3,5,990.3,4,3,4,11,Champions,2,Referral
CUST01126,457,4,1104.74,1,2,4,7,Potential Loyalists,0,Email
CUST01127,55,6,980.8399999999999,2,4,4,10,Champions,2,Paid Search
CUST01128,579,1,288.0,1,1,2,4,At Risk,0,Referral
CUST01129,105,5,834.2199999999999,2,3,4,9,Loyal Customers,1,Social Media
CUST01130,122,4,869.52,2,2,4,8,Loyal Customers,1,Referral
CUST01131,280,1,151.86,1,1,1,3,Hibernating,0,Social Media
CUST01132,12,5,176.01999999999998,4,3,1,8,Loyal Customers,3,Direct
CUST01133,39,6,822.3900000000001,3,4,4,11,Champions,1,Email
CUST01134,14,7,573.19,4,4,3,11,Champions,1,Email
CUST01135,117,3,180.73,2,1,1,4,At Risk,3,Email
CUST01136,53,2,220.59,3,1,1,5,At Risk,3,Social Media
CUST01137,68,3,341.2,2,1,2,5,At Risk,3,Organic Search
CUST01138,79,3,351.56,2,1,2,5,At Risk,3,Direct
CUST01139,9,9,681.75,4,4,4,12,Champions,2,Direct
CUST01140,4,6,526.02,4,4,3,11,Champions,1,Direct
CUST01141,5,6,1111.4299999999998,4,4,4,12,Champions,2,Paid Search
CUST01142,10,5,844.57,4,3,4,11,Champions,1,Social Media
CUST01143,26,2,186.28,3,1,1,5,At Risk,3,Social Media
CUST01144,101,5,619.01,2,3,3,8,Loyal Customers,1,Referral
CUST01145,41,2,136.81,3,1,1,5,At Risk,3,Social Media
CUST01146,6,4,471.53,4,2,3,9,Loyal Customers,1,Direct
CUST01147,17,2,173.04999999999998,4,1,1,6,Potential Loyalists,3,Paid Search
CUST01148,29,6,805.68,3,4,4,11,Champions,1,Paid Search
CUST01149,30,3,395.43,3,1,2,6,Potential Loyalists,3,Email
CUST01150,210,3,675.8299999999999,1,1,3,5,At Risk,0,Organic Search
CUST01151,231,4,451.78,1,2,3,6,Potential Loyalists,0,Direct
CUST01152,123,5,885.21,2,3,4,9,Loyal Customers,1,Paid Search
CUST01153,45,3,515.87,3,1,3,7,Potential Loyalists,3,Email
CUST01154,50,4,171.37,3,2,1,6,Potential Loyalists,3,Organic Search
CUST01155,17,5,730.4,4,3,4,11,Champions,1,Organic Search
CUST01156,1,5,657.11,4,3,3,10,Champions,1,Paid Search
CUST01157,22,7,1618.2,4,4,4,12,Champions,2,Paid Search
CUST01158,5,4,326.16,4,2,2,8,Loyal Customers,3,Direct
CUST01159,41,3,241.32,3,1,1,5,At Risk,3,Referral
CUST01160,16,6,858.0,4,4,4,12,Champions,1,Organic Search
CUST01161,308,2,274.51,1,1,2,4,At Risk,0,Direct
CUST01162,27,7,388.46999999999997,3,4,2,9,Loyal Customers,1,Organic Search
CUST01163,49,4,385.19,3,2,2,7,Potential Loyalists,3,Organic Search
CUST01164,10,2,903.75,4,1,4,9,Loyal Customers,3,Organic Search
CUST01165,73,3,439.26,2,1,3,6,Potential Loyalists,3,Social Media
CUST01166,37,7,429.58,3,4,3,10,Champions,1,Organic Search
CUST01167,132,4,566.46,2,2,3,7,Potential Loyalists,1,Social Media
CUST01168,205,3,246.92000000000002,1,1,2,4,At Risk,0,Social Media
CUST01169,75,5,611.29,2,3,3,8,Loyal Customers,1,Organic Search
CUST01170,10,5,438.79,4,3,3,10,Champions,1,Direct
CUST01171,32,3,134.13,3,1,1,5,At Risk,3,Email
CUST01172,2,5,343.89,4,3,2,9,Loyal Customers,1,Organic Search
CUST01173,15,3,226.82,4,1,1,6,Potential Loyalists,3,Organic Search
CUST01174,381,1,57.98,1,1,1,3,Hibernating,0,Organic Search
CUST01175,3,8,1045.29,4,4,4,12,Champions,2,Social Media
CUST01176,287,3,186.67,1,1,1,3,Hibernating,0,Paid Search
CUST01177,41,6,1481.6200000000001,3,4,4,11,Champions,2,Organic Search
CUST01179,39,6,450.53999999999996,3,4,3,10,Champions,1,Email
CUST01180,18,4,542.0799999999999,4,2,3,9,Loyal Customers,1,Social Media
CUST01181,279,1,129.96,1,1,1,3,Hibernating,0,Organic Search
CUST01182,83,4,137.0,2,2,1,5,At Risk,3,Paid Search
CUST01183,173,3,267.15999999999997,1,1,2,4,At Risk,3,Direct
CUST01184,59,6,941.1,2,4,4,10,Champions,2,Direct
CUST01185,216,3,235.37,1,1,1,3,Hibernating,0,Paid Search
CUST01186,100,5,528.1700000000001,2,3,3,8,Loyal Customers,1,Organic Search
CUST01187,359,4,120.16,1,2,1,4,At Risk,0,Direct
CUST01188,15,9,901.31,4,4,4,12,Champions,2,Paid Search
CUST01189,98,5,351.14,2,3,2,7,Potential Loyalists,1,Email
CUST01190,9,3,198.13,4,1,1,6,Potential Loyalists,3,Social Media
CUST01191,68,2,510.44,2,1,3,6,Potential Loyalists,3,Paid Search
CUST01192,53,7,306.73,3,4,2,9,Loyal Customers,1,Organic Search
CUST01193,81,4,514.98,2,2,3,7,Potential Loyalists,1,Paid Search
CUST01194,7,5,499.95000000000005,4,3,3,10,Champions,1,Social Media
CUST01195,121,4,439.21000000000004,2,2,3,7,Potential Loyalists,3,Organic Search
CUST01196,31,5,446.12,3,3,3,9,Loyal Customers,1,Direct
CUST01197,11,3,337.8,4,1,2,7,Potential Loyalists,3,Direct
CUST01198,6,7,585.55,4,4,3,11,Champions,1,Organic Search
CUST01199,100,4,382.79999999999995,2,2,2,6,Potential Loyalists,3,Organic Search
CUST01200,6,4,170.21,4,2,1,7,Potential Loyalists,3,Social Media
CUST01201,45,4,773.55,3,2,4,9,Loyal Customers,1,Paid Search
CUST01202,46,8,1363.33,3,4,4,11,Champions,2,Paid Search
CUST01203,226,3,830.9399999999999,1,1,4,6,Potential Loyalists,0,Email
CUST01204,7,6,326.90999999999997,4,4,2,10,Champions,1,Direct
CUST01205,70,3,286.53,2,1,2,5,At Risk,3,Social Media
CUST01206,48,8,843.1,3,4,4,11,Champions,2,Paid Search
CUST01207,25,6,478.34,3,4,3,10,Champions,1,Referral
CUST01208,108,3,97.11,2,1,1,4,At Risk,3,Paid Search
CUST01209,32,5,839.1099999999999,3,3,4,10,Champions,1,Organic Search
CUST01210,210,3,360.6,1,1,2,4,At Risk,0,Paid Search
CUST01211,317,4,321.28999999999996,1,2,2,5,At Risk,0,Email
CUST01212,3,8,514.72,4,4,3,11,Champions,1,Paid Search
CUST01213,39,5,503.78999999999996,3,3,3,9,Loyal Customers,1,Social Media
CUST01214,348,4,435.79999999999995,1,2,3,6,Potential Loyalists,0,Social Media
CUST01215,42,6,256.22,3,4,2,9,Loyal Customers,1,Paid Search
CUST01216,11,4,286.03,4,2,2,8,Loyal Customers,3,Social Media
CUST01217,134,1,54.54,2,1,1,4,At Risk,3,Social Media
CUST01218,11,3,84.36,4,1,1,6,Potential Loyalists,3,Referral
CUST01219,302,3,1048.94,1,1,4,6,Potential Loyalists,0,Direct
CUST01220,228,7,858.6899999999999,1,4,4,9,Loyal Customers,2,Organic Search
CUST01221,65,6,466.02000000000004,2,4,3,9,Loyal Customers,1,Referral
CUST01222,6,8,925.03,4,4,4,12,Champions,2,Direct
CUST01223,46,3,450.96,3,1,3,7,Potential Loyalists,3,Paid Search
CUST01224,4,5,328.64,4,3,2,9,Loyal Customers,1,Referral
CUST01225,78,9,1303.22,2,4,4,10,Champions,2,Organic Search
CUST01226,92,5,878.3,2,3,4,9,Loyal Customers,1,Social Media
CUST01227,83,2,143.23,2,1,1,4,At Risk,3,Paid Search
CUST01228,471,1,72.27,1,1,1,3,Hibernating,0,Direct
CUST01229,11,4,336.09,4,2,2,8,Loyal Customers,3,Direct
CUST01230,141,3,232.17000000000002,2,1,1,4,At Risk,3,Paid Search
CUST01231,25,3,272.63,3,1,2,6,Potential Loyalists,3,Organic Search
CUST01232,33,6,390.85,3,4,2,9,Loyal Customers,1,Paid Search
CUST01233,305,3,180.89,1,1,1,3,Hibernating,0,Social Media
CUST01234,32,7,722.81,3,4,4,11,Champions,1,Direct
CUST01235,38,3,350.03000000000003,3,1,2,6,Potential Loyalists,3,Paid Search
CUST01236,38,6,594.21,3,4,3,10,Champions,1,Email
CUST01237,9,5,1404.13,4,3,4,11,Champions,2,Organic Search
CUST01238,84,5,537.5799999999999,2,3,3,8,Loyal Customers,1,Paid Search
CUST01240,31,4,211.75,3,2,1,6,Potential Loyalists,3,Social Media
CUST01241,89,8,982.98,2,4,4,10,Champions,2,Email
CUST01242,33,9,1201.81,3,4,4,11,Champions,2,Social Media
CUST01243,87,5,234.06,2,3,1,6,Potential Loyalists,1,Email
CUST01244,342,5,902.87,1,3,4,8,Loyal Customers,0,Email
CUST01245,205,3,272.32,1,1,2,4,At Risk,0,Referral
CUST01246,11,7,1766.01,4,4,4,12,Champions,2,Organic Search
CUST01247,15,2,361.25,4,1,2,7,Potential Loyalists,3,Email
CUST01248,2,2,52.75,4,1,1,6,Potential Loyalists,3,Organic Search
CUST01249,50,4,325.48,3,2,2,7,Potential Loyalists,3,Social Media
CUST01250,44,4,276.83,3,2,2,7,Potential Loyalists,3,Referral
CUST01251,50,3,329.62,3,1,2,6,Potential Loyalists,3,Referral
CUST01252,119,1,127.9,2,1,1,4,At Risk,3,Social Media
CUST01253,237,2,149.42,1,1,1,3,Hibernating,0,Direct
CUST01254,6,2,232.04000000000002,4,1,1,6,Potential Loyalists,3,Direct
CUST01255,22,4,347.9,4,2,2,8,Loyal Customers,3,Email
CUST01256,170,5,282.93,1,3,2,6,Potential Loyalists,1,Direct
CUST01257,284,4,507.67,1,2,3,6,Potential Loyalists,0,Paid Search
CUST01258,132,4,408.33,2,2,2,6,Potential Loyalists,3,Referral
CUST01259,61,4,1037.1999999999998,2,2,4,8,Loyal Customers,1,Social Media
CUST01260,22,4,627.64,4,2,3,9,Loyal Customers,1,Organic Search
CUST01261,49,4,365.53,3,2,2,7,Potential Loyalists,3,Direct
CUST01262,24,4,461.56,3,2,3,8,Loyal Customers,1,Direct
CUST01263,48,6,500.89000000000004,3,4,3,10,Champions,1,Paid Search
CUST01264,55,5,1313.5900000000001,2,3,4,9,Loyal Customers,2,Paid Search
CUST01265,34,4,363.4,3,2,2,7,Potential Loyalists,3,Organic Search
CUST01266,39,8,1076.15,3,4,4,11,Champions,2,Email
CUST01267,15,7,569.48,4,4,3,11,Champions,1,Social Media
CUST01268,125,8,706.66,2,4,4,10,Champions,2,Social Media
CUST01269,48,2,120.01,3,1,1,5,At Risk,3,Paid Search
CUST01270,189,3,196.82,1,1,1,3,Hibernating,0,Organic Search
CUST01271,9,3,303.47,4,1,2,7,Potential Loyalists,3,Social Media
CUST01272,24,3,680.87,3,1,4,8,Loyal Customers,3,Organic Search
CUST01273,21,6,1151.51,4,4,4,12,Champions,2,Organic Search
CUST01274,24,6,445.78000000000003,3,4,3,10,Champions,1,Paid Search
CUST01275,178,3,162.29000000000002,1,1,1,3,Hibernating,3,Direct
CUST01276,115,6,1387.18,2,4,4,10,Champions,2,Paid Search
CUST01277,11,3,670.17,4,1,3,8,Loyal Customers,3,Paid Search
CUST01278,24,4,339.5,3,2,2,7,Potential Loyalists,3,Social Media
CUST01279,348,4,325.7,1,2,2,5,At Risk,0,Social Media
CUST01280,71,4,640.8399999999999,2,2,3,7,Potential Loyalists,1,Referral
CUST01281,9,5,602.03,4,3,3,10,Champions,1,Direct
CUST01282,157,2,171.78,1,1,1,3,Hibernating,3,Organic Search
CUST01283,391,2,432.44000000000005,1,1,3,5,At Risk,0,Referral
CUST01284,39,6,329.52000000000004,3,4,2,9,Loyal Customers,1,Referral
CUST01285,7,9,1876.8,4,4,4,12,Champions,2,Referral
CUST01286,177,4,671.04,1,2,3,6,Potential Loyalists,1,Paid Search
CUST01287,133,7,511.85,2,4,3,9,Loyal Customers,1,Referral
CUST01288,20,4,201.06,4,2,1,7,Potential Loyalists,3,Paid Search
CUST01289,37,5,348.89,3,3,2,8,Loyal Customers,1,Organic Search
CUST01290,413,1,173.46,1,1,1,3,Hibernating,0,Social Media
CUST01291,224,2,303.08,1,1,2,4,At Risk,0,Direct
CUST01292,115,4,187.9,2,2,1,5,At Risk,3,Social Media
CUST01293,36,3,320.63,3,1,2,6,Potential Loyalists,3,Social Media
CUST01294,57,5,257.45,2,3,2,7,Potential Loyalists,1,Referral
CUST01295,11,3,578.4399999999999,4,1,3,8,Loyal Customers,3,Organic Search
CUST01297,35,4,366.9,3,2,2,7,Potential Loyalists,3,Email
CUST01298,101,3,414.6,2,1,2,5,At Risk,3,Social Media
CUST01299,243,2,163.41,1,1,1,3,Hibernating,0,Social Media
CUST01300,105,6,498.24,2,4,3,9,Loyal Customers,1,Organic Search
CUST01301,79,4,226.76,2,2,1,5,At Risk,3,Organic Search
CUST01302,243,2,292.4,1,1,2,4,At Risk,0,Paid Search
CUST01303,183,3,587.88,1,1,3,5,At Risk,0,Email
CUST01304,3,2,748.78,4,1,4,9,Loyal Customers,3,Referral
CUST01305,483,2,436.12,1,1,3,5,At Risk,0,Email
CUST01306,225,4,412.82000000000005,1,2,2,5,At Risk,0,Email
CUST01307,83,4,1125.77,2,2,4,8,Loyal Customers,2,Paid Search
CUST01308,60,3,212.75,2,1,1,4,At Risk,3,Email
CUST01309,36,3,246.76999999999998,3,1,2,6,Potential Loyalists,3,Social Media
CUST01310,118,5,242.85999999999999,2,3,1,6,Potential Loyalists,1,Email
CUST01311,349,2,73.51,1,1,1,3,Hibernating,0,Organic Search
CUST01312,9,2,336.46,4,1,2,7,Potential Loyalists,3,Paid Search
CUST01313,29,6,1289.99,3,4,4,11,Champions,2,Organic Search
CUST01314,164,7,665.3199999999999,1,4,3,8,Loyal Customers,1,Referral
CUST01315,227,3,235.27,1,1,1,3,Hibernating,0,Organic Search
CUST01316,276,3,431.13,1,1,3,5,At Risk,0,Email
CUST01317,29,4,643.26,3,2,3,8,Loyal Customers,1,Social Media
CUST01318,95,4,581.65,2,2,3,7,Potential Loyalists,1,Organic Search
CUST01319,15,3,194.5,4,1,1,6,Potential Loyalists,3,Social Media
CUST01320,33,4,215.33,3,2,1,6,Potential Loyalists,3,Email
CUST01321,177,7,924.11,1,4,4,9,Loyal Customers,2,Referral
CUST01322,23,9,837.49,4,4,4,12,Champions,2,Organic Search
CUST01323,101,2,324.41,2,1,2,5,At Risk,3,Social Media
CUST01324,580,1,106.32,1,1,1,3,Hibernating,0,Organic Search
CUST01325,6,5,793.43,4,3,4,11,Champions,1,Organic Search
CUST01326,198,8,1397.03,1,4,4,9,Loyal Customers,2,Email
CUST01327,6,5,899.6400000000001,4,3,4,11,Champions,1,Paid Search
CUST01328,16,4,247.88,4,2,2,8,Loyal Customers,3,Social Media
CUST01329,134,2,267.69,2,1,2,5,At Risk,3,Organic Search
CUST01330,97,4,400.28999999999996,2,2,2,6,Potential Loyalists,3,Social Media
CUST01332,8,7,1395.17,4,4,4,12,Champions,2,Referral
CUST01333,57,1,180.52,2,1,1,4,At Risk,3,Email
CUST01334,2,6,569.74,4,4,3,11,Champions,1,Paid Search
CUST01335,4,3,214.82999999999998,4,1,1,6,Potential Loyalists,3,Direct
CUST01336,4,4,473.54,4,2,3,9,Loyal Customers,1,Organic Search
CUST01337,44,5,1061.58,3,3,4,10,Champions,2,Email
CUST01338,9,6,1497.45,4,4,4,12,Champions,2,Social Media
CUST01339,86,5,412.73,2,3,2,7,Potential Loyalists,1,Organic Search
CUST01340,2,4,226.5,4,2,1,7,Potential Loyalists,3,Referral
CUST01341,83,3,532.32,2,1,3,6,Potential Loyalists,3,Paid Search
CUST01342,254,5,652.62,1,3,3,7,Potential Loyalists,0,Email
CUST01343,71,5,237.79000000000002,2,3,1,6,Potential Loyalists,1,Direct
CUST01344,84,3,399.39,2,1,2,5,At Risk,3,Organic Search
CUST01345,42,5,288.07,3,3,2,8,Loyal Customers,1,Referral
CUST01346,5,6,606.9,4,4,3,11,Champions,1,Direct
CUST01347,17,6,935.6,4,4,4,12,Champions,2,Organic Search
CUST01348,257,7,482.4,1,4,3,8,Loyal Customers,1,Organic Search
CUST01349,62,4,267.87,2,2,2,6,Potential Loyalists,3,Organic Search
CUST01350,7,3,409.27000000000004,4,1,2,7,Potential Loyalists,3,Social Media
CUST01351,121,5,521.52,2,3,3,8,Loyal Customers,1,Email
CUST01352,155,1,46.88,1,1,1,3,Hibernating,3,Organic Search
CUST01353,1,5,776.8199999999999,4,3,4,11,Champions,1,Direct
CUST01354,49,2,329.27,3,1,2,6,Potential Loyalists,3,Referral
CUST01355,16,3,333.96,4,1,2,7,Potential Loyalists,3,Organic Search
CUST01356,3,6,661.4200000000001,4,4,3,11,Champions,1,Direct
CUST01357,101,5,315.25,2,3,2,7,Potential Loyalists,1,Referral
CUST01358,34,4,1209.42,3,2,4,9,Loyal Customers,2,Organic Search
CUST01359,67,3,386.76,2,1,2,5,At Risk,3,Social Media
CUST01360,65,2,58.349999999999994,2,1,1,4,At Risk,3,Direct
CUST01361,42,3,141.64000000000001,3,1,1,5,At Risk,3,Organic Search
CUST01362,1,1,671.24,4,1,3,8,Loyal Customers,3,Email
CUST01363,17,5,460.30999999999995,4,3,3,10,Champions,1,Organic Search
CUST01364,35,3,293.43,3,1,2,6,Potential Loyalists,3,Paid Search
CUST01366,89,4,404.46,2,2,2,6,Potential Loyalists,3,Organic Search
CUST01367,28,4,295.42,3,2,2,7,Potential Loyalists,3,Organic Search
CUST01368,43,4,256.68,3,2,2,7,Potential Loyalists,3,Organic Search
CUST01369,132,7,1037.24,2,4,4,10,Champions,2,Organic Search
CUST01370,7,8,860.0699999999999,4,4,4,12,Champions,2,Email
CUST01371,14,4,221.3,4,2,1,7,Potential Loyalists,3,Social Media
CUST01372,43,1,296.84,3,1,2,6,Potential Loyalists,3,Paid Search
CUST01373,28,5,996.6,3,3,4,10,Champions,2,Paid Search
CUST01374,218,1,147.25,1,1,1,3,Hibernating,0,Email
CUST01375,411,4,209.2,1,2,1,4,At Risk,0,Paid Search
CUST01376,49,4,461.76,3,2,3,8,Loyal Customers,3,Direct
CUST01377,53,7,409.32,3,4,2,9,Loyal Customers,1,Email
CUST01378,343,3,278.13,1,1,2,4,At Risk,0,Email
CUST01379,66,3,605.1999999999999,2,1,3,6,Potential Loyalists,3,Email
CUST01380,114,2,150.16,2,1,1,4,At Risk,3,Referral
CUST01381,13,5,1073.47,4,3,4,11,Champions,2,Direct
CUST01382,222,4,258.79,1,2,2,5,At Risk,0,Social Media
CUST01383,102,4,209.15,2,2,1,5,At Risk,3,Social Media
CUST01384,3,6,743.55,4,4,4,12,Champions,1,Direct
CUST01385,120,6,714.98,2,4,4,10,Champions,1,Social Media
CUST01386,336,2,111.06,1,1,1,3,Hibernating,0,Direct
CUST01387,167,7,676.63,1,4,4,9,Loyal Customers,1,Social Media
CUST01388,80,5,637.3,2,3,3,8,Loyal Customers,1,Direct
CUST01389,28,8,950.54,3,4,4,11,Champions,2,Organic Search
CUST01390,338,4,1214.66,1,2,4,7,Potential Loyalists,0,Referral
CUST01391,75,3,806.1700000000001,2,1,4,7,Potential Loyalists,1,Organic Search
CUST01392,27,5,611.49,3,3,3,9,Loyal Customers,1,Paid Search
CUST01393,271,3,216.7,1,1,1,3,Hibernating,0,Social Media
CUST01394,100,5,357.53000000000003,2,3,2,7,Potential Loyalists,1,Direct
CUST01395,82,2,229.35999999999999,2,1,1,4,At Risk,3,Direct
CUST01396,3,7,998.4,4,4,4,12,Champions,2,Email
CUST01397,123,1,87.84,2,1,1,4,At Risk,3,Organic Search
CUST01398,44,2,86.46000000000001,3,1,1,5,At Risk,3,Email
CUST01399,280,3,896.47,1,1,4,6,Potential Loyalists,0,Paid Search
CUST01400,221,3,227.64000000000001,1,1,1,3,Hibernating,0,Referral
CUST01401,117,4,402.42,2,2,2,6,Potential Loyalists,3,Email
CUST01402,21,3,183.63,4,1,1,6,Potential Loyalists,3,Referral
CUST01403,366,1,187.34,1,1,1,3,Hibernating,0,Social Media
CUST01404,56,2,177.37,2,1,1,4,At Risk,3,Email
CUST01405,37,7,712.99,3,4,4,11,Champions,1,Social Media
CUST01406,85,4,310.92,2,2,2,6,Potential Loyalists,3,Referral
CUST01407,39,3,776.12,3,1,4,8,Loyal Customers,1,Organic Search
CUST01408,39,3,247.48000000000002,3,1,2,6,Potential Loyalists,3,Social Media
CUST01409,358,3,552.1700000000001,1,1,3,5,At Risk,0,Email
CUST01410,7,5,1177.9099999999999,4,3,4,11,Champions,2,Social Media
CUST01411,19,11,846.96,4,4,4,12,Champions,2,Paid Search
CUST01412,37,3,382.67,3,1,2,6,Potential Loyalists,3,Email
CUST01413,11,2,147.57,4,1,1,6,Potential Loyalists,3,Referral
CUST01414,18,5,553.75,4,3,3,10,Champions,1,Paid Search
CUST01415,21,5,328.09,4,3,2,9,Loyal Customers,1,Paid Search
CUST01416,53,6,583.0,3,4,3,10,Champions,1,Organic Search
CUST01417,348,4,413.87,1,2,2,5,At Risk,0,Organic Search
CUST01418,285,7,804.25,1,4,4,9,Loyal Customers,2,Paid Search
CUST01419,44,4,479.94,3,2,3,8,Loyal Customers,1,Paid Search
CUST01420,234,4,300.4,1,2,2,5,At Risk,0,Social Media
CUST01421,117,4,277.65999999999997,2,2,2,6,Potential Loyalists,3,Email
CUST01422,18,4,548.35,4,2,3,9,Loyal Customers,1,Paid Search
CUST01423,24,2,243.76,3,1,1,5,At Risk,3,Organic Search
CUST01424,146,3,299.89,1,1,2,4,At Risk,3,Referral
CUST01425,399,7,325.02,1,4,2,7,Potential Loyalists,0,Paid Search
CUST01426,316,2,164.15,1,1,1,3,Hibernating,0,Paid Search
CUST01427,10,6,745.02,4,4,4,12,Champions,1,Direct
CUST01428,78,2,278.43,2,1,2,5,At Risk,3,Paid Search
CUST01429,6,4,342.61,4,2,2,8,Loyal Customers,3,Organic Search
CUST01430,48,5,179.34,3,3,1,7,Potential Loyalists,3,Email
CUST01431,80,4,681.55,2,2,4,8,Loyal Customers,1,Social Media
CUST01432,167,2,88.97,1,1,1,3,Hibernating,3,Referral
CUST01433,12,4,363.45,4,2,2,8,Loyal Customers,3,Organic Search
