order_id,customer_id,order_date,category,product_name,unit_price,quantity,discount_pct,gross_amount,shipping_cost,net_revenue,marketing_channel,payment_method,region,customer_segment,returned,review_score,has_review,order_month,cohort_month,cohort_index,recency,frequency,monetary,segment,cluster
ORD114103,CUST00073,2024-11-19,Home & Kitchen,Throw Blanket,86.08,1,25,86.08,6.97,64.56,Direct,Credit Card,North America,Returning,False,,False,2024-11,2023-07,16,43,5,644.78,Loyal Customers,1
ORD104494,CUST02696,2024-12-10,Apparel,Yoga Pants,58.45,1,30,58.45,2.82,40.92,Email,Debit Card,Asia Pacific,Returning,True,,False,2024-12,2023-12,12,22,7,846.14,Champions,2
ORD117204,CUST03242,2024-02-09,Home & Kitchen,Throw Blanket,71.62,2,5,143.24,7.31,136.08,Paid Search,Debit Card,Europe,Returning,False,,False,2024-02,2023-07,7,71,3,194.97000000000003,At Risk,3
ORD101109,CUST02155,2023-06-18,Office Supplies,Notebook Set,14.78,1,15,14.78,6.68,12.56,Email,Debit Card,Europe,Returning,False,,False,2023-06,2023-06,0,27,3,159.66,Potential Loyalists,3
ORD115554,CUST02370,2023-07-02,Beauty & Personal Care,Perfume,23.45,4,5,93.8,11.64,89.11,Email,PayPal,North America,Returning,False,5.0,True,2023-07,2023-06,1,20,10,711.03,Champions,2
ORD110984,CUST03977,2024-06-19,Apparel,Yoga Pants,37.77,1,5,37.77,9.4,35.88,Paid Search,PayPal,North America,VIP,False,,False,2024-06,2024-06,0,36,8,1830.77,Champions,2
ORD108255,CUST03253,2024-03-15,Apparel,Denim Jacket,23.21,1,20,23.21,10.69,18.57,Social Media,Credit Card,North America,New,False,,False,2024-03,2023-11,4,28,5,217.23,Potential Loyalists,3
ORD115135,CUST00599,2023-11-28,Toys & Games,Plush Toy,27.46,1,20,27.46,3.3,21.97,Direct,Debit Card,North America,New,False,,False,2023-11,2023-07,4,386,4,90.92999999999999,At Risk,0
ORD110592,CUST00677,2024-06-18,Beauty & Personal Care,Hair Dryer,34.57,4,0,138.28,5.15,138.28,Paid Search,Credit Card,North America,Returning,False,2.0,True,2024-06,2024-06,0,164,4,326.73,At Risk,3
ORD103631,CUST01571,2024-09-17,Office Supplies,Ergonomic Chair,231.64,2,5,463.28,6.53,440.12,Email,PayPal,North America,New,False,2.0,True,2024-09,2023-09,12,50,5,1279.65,Champions,2
ORD111769,CUST03836,2024-05-16,Beauty & Personal Care,Hair Dryer,19.88,2,5,39.76,6.84,37.77,Paid Search,Credit Card,Europe,New,False,1.0,True,2024-05,2023-10,7,52,6,273.96000000000004,Loyal Customers,1
ORD114797,CUST01447,2024-05-23,Home & Kitchen,Storage Bins,118.24,1,0,118.24,4.67,118.24,Paid Search,Credit Card,North America,VIP,False,,False,2024-05,2024-05,0,26,5,905.86,Champions,1
ORD106710,CUST01706,2024-12-25,Beauty & Personal Care,Face Serum,32.33,1,0,32.33,6.26,32.33,Social Media,Buy Now Pay Later,Asia Pacific,New,False,3.0,True,2024-12,2023-07,17,7,8,410.21999999999997,Champions,1
ORD107185,CUST00284,2023-09-02,Home & Kitchen,Desk Lamp,27.38,1,15,27.38,6.24,23.27,Referral,Credit Card,Asia Pacific,New,False,5.0,True,2023-09,2023-09,0,164,7,808.47,Loyal Customers,2
ORD102712,CUST03013,2024-08-10,Toys & Games,Puzzle 1000pc,18.36,1,10,18.36,5.56,16.52,Direct,Gift Card,North America,Returning,False,3.0,True,2024-08,2024-07,1,21,4,286.91999999999996,Loyal Customers,3
ORD103101,CUST04145,2024-10-27,Home & Kitchen,Air Fryer,178.33,1,10,178.33,5.57,160.5,Social Media,PayPal,Asia Pacific,New,False,4.0,True,2024-10,2023-11,11,22,4,467.44,Champions,1
ORD104002,CUST02566,2024-12-12,Toys & Games,Plush Toy,18.89,1,20,18.89,9.77,15.11,Referral,Debit Card,Europe,Returning,False,1.0,True,2024-12,2024-01,11,20,2,224.42000000000002,Potential Loyalists,3
ORD111230,CUST02056,2024-01-23,Toys & Games,Puzzle 1000pc,14.24,1,0,14.24,3.25,14.24,Email,Credit Card,Asia Pacific,VIP,False,,False,2024-01,2024-01,0,24,5,349.69,Loyal Customers,1
ORD106090,CUST02525,2024-08-30,Office Supplies,Wireless Mouse,81.71,1,5,81.71,7.31,77.62,Direct,Buy Now Pay Later,Europe,Returning,False,2.0,True,2024-08,2024-08,0,117,3,199.98000000000002,At Risk,3
ORD114005,CUST03733,2024-09-13,Office Supplies,Desk Organizer,36.67,1,0,36.67,7.2,36.67,Organic Search,Credit Card,North America,New,False,,False,2024-09,2023-10,11,35,4,233.4,Potential Loyalists,3
ORD101633,CUST02866,2024-09-15,Sports & Outdoors,Water Bottle,59.3,4,5,237.2,5.1,225.34,Paid Search,Credit Card,Europe,Returning,False,3.0,True,2024-09,2024-09,0,108,1,225.34,At Risk,3
ORD112509,CUST00378,2023-12-15,Toys & Games,RC Car,20.07,1,0,20.07,7.31,20.07,Paid Search,Credit Card,Europe,New,False,3.0,True,2023-12,2023-02,10,176,4,238.06,At Risk,3
ORD103221,CUST00553,2024-12-05,Electronics,Laptop Stand,87.15,1,5,87.15,5.46,82.79,Referral,Credit Card,Asia Pacific,New,True,4.0,True,2024-12,2024-03,9,27,5,267.52,Loyal Customers,1
ORD109524,CUST03198,2024-05-22,Beauty & Personal Care,Face Serum,21.92,1,5,21.92,6.68,20.82,Paid Search,PayPal,North America,Returning,False,2.0,True,2024-05,2024-01,4,60,6,806.3900000000001,Champions,1
ORD117540,CUST02675,2024-07-08,Sports & Outdoors,Camping Tent,33.43,1,0,33.43,7.31,33.43,Paid Search,Gift Card,Europe,Returning,False,4.0,True,2024-07,2024-03,4,82,7,1209.77,Champions,2
ORD115531,CUST00474,2024-02-17,Electronics,Wireless Earbuds,87.86,2,5,175.72,10.53,166.93,Paid Search,Credit Card,Asia Pacific,New,False,,False,2024-02,2023-12,2,117,4,705.21,Loyal Customers,1
ORD105026,CUST02672,2024-05-10,Sports & Outdoors,Hiking Backpack,26.37,4,10,105.48,5.95,94.93,Organic Search,Credit Card,Asia Pacific,Returning,False,,False,2024-05,2023-10,7,45,4,432.53,Loyal Customers,3
ORD112223,CUST01294,2024-11-05,Toys & Games,Board Game,13.86,1,30,13.86,7.19,9.7,Social Media,Debit Card,Asia Pacific,New,False,2.0,True,2024-11,2024-09,2,57,5,257.45,Potential Loyalists,1
ORD117306,CUST01125,2024-12-29,Sports & Outdoors,Water Bottle,72.88,1,20,72.88,2.74,58.3,Paid Search,Debit Card,North America,Returning,False,2.0,True,2024-12,2024-03,9,3,5,990.3,Champions,2
ORD109179,CUST00180,2024-12-29,Beauty & Personal Care,Face Serum,35.13,1,0,35.13,3.76,35.13,Direct,PayPal,Europe,Returning,False,,False,2024-12,2024-11,1,3,3,114.85,Potential Loyalists,3
ORD116784,CUST03090,2024-11-30,Office Supplies,Ergonomic Chair,193.39,1,20,193.39,4.67,154.71,Paid Search,Credit Card,Asia Pacific,New,False,1.0,True,2024-11,2024-11,0,21,3,411.86,Loyal Customers,3
ORD115052,CUST03325,2024-02-29,Office Supplies,Whiteboard,85.59,1,10,85.59,7.19,77.03,Social Media,Debit Card,Asia Pacific,Returning,False,,False,2024-02,2023-02,12,166,6,1258.69,Loyal Customers,2
ORD101101,CUST02802,2024-03-23,Electronics,Smartwatch,124.65,1,25,124.65,6.77,93.49,Email,PayPal,Latin America,Returning,False,2.0,True,2024-03,2024-03,0,142,4,831.0699999999999,Loyal Customers,1
ORD117905,CUST02920,2024-05-20,Sports & Outdoors,Yoga Mat,125.12,1,15,125.12,6.12,106.35,Direct,Credit Card,North America,Returning,False,,False,2024-05,2024-05,0,27,6,734.66,Champions,1
ORD117450,CUST01011,2024-08-03,Toys & Games,Plush Toy,26.35,4,5,105.4,10.89,100.13,Organic Search,Buy Now Pay Later,Europe,New,False,1.0,True,2024-08,2023-08,12,63,6,595.36,Loyal Customers,1
ORD100438,CUST02304,2024-08-23,Apparel,Yoga Pants,81.14,1,0,81.14,7.31,81.14,Email,Credit Card,Europe,Returning,False,,False,2024-08,2024-05,3,131,8,415.0,Loyal Customers,1
ORD100870,CUST04044,2024-04-24,Sports & Outdoors,Camping Tent,137.19,1,0,137.19,4.98,137.19,Organic Search,Debit Card,Latin America,New,False,,False,2024-04,2024-04,0,47,7,647.73,Champions,1
ORD113637,CUST04078,2024-09-08,Office Supplies,Wireless Mouse,107.53,1,0,107.53,4.5,107.53,Referral,Debit Card,Asia Pacific,VIP,False,3.0,True,2024-09,2024-09,0,115,1,107.53,At Risk,3
ORD107494,CUST04085,2023-10-24,Toys & Games,Plush Toy,41.11,4,15,164.44,7.25,139.77,Organic Search,Debit Card,North America,New,False,,False,2023-10,2023-04,6,10,6,848.32,Champions,1
ORD105742,CUST03034,2023-12-13,Toys & Games,Puzzle 1000pc,15.87,1,0,15.87,8.87,15.87,Social Media,Credit Card,Asia Pacific,VIP,False,,False,2023-12,2023-04,8,341,4,151.10000000000002,At Risk,0
ORD117857,CUST00666,2024-12-05,Toys & Games,Board Game,30.23,1,0,30.23,9.6,30.23,Email,PayPal,Europe,Returning,False,,False,2024-12,2024-01,11,16,6,563.4,Champions,1
ORD114947,CUST00570,2024-07-30,Sports & Outdoors,Camping Tent,21.05,2,30,42.1,7.31,29.47,Paid Search,Debit Card,North America,Returning,True,5.0,True,2024-07,2023-06,13,155,6,515.84,Loyal Customers,1
ORD108402,CUST03192,2024-08-28,Beauty & Personal Care,Hair Dryer,13.59,1,0,13.59,7.25,13.59,Paid Search,Debit Card,North America,Returning,False,3.0,True,2024-08,2023-01,19,3,6,664.4499999999999,Champions,1
ORD114238,CUST01024,2024-06-25,Sports & Outdoors,Camping Tent,131.26,1,5,131.26,9.0,124.7,Paid Search,Credit Card,Europe,Returning,False,1.0,True,2024-06,2024-06,0,49,7,779.04,Champions,1
ORD108567,CUST03165,2024-04-03,Toys & Games,Plush Toy,52.77,1,0,52.77,7.25,52.77,Paid Search,Credit Card,North America,Returning,False,3.0,True,2024-04,2024-03,1,9,9,887.97,Champions,2
ORD113554,CUST03506,2024-12-23,Electronics,Smartwatch,167.05,1,10,167.05,7.25,150.35,Paid Search,Credit Card,North America,Returning,False,1.0,True,2024-12,2023-05,19,9,7,521.42,Champions,1
ORD115696,CUST03707,2023-08-17,Apparel,Denim Jacket,69.93,1,0,69.93,11.25,69.93,Email,Credit Card,Asia Pacific,New,False,,False,2023-08,2023-08,0,29,6,877.81,Champions,1
ORD105894,CUST00339,2023-12-08,Office Supplies,Desk Organizer,177.15,1,0,177.15,3.01,177.15,Social Media,Credit Card,Asia Pacific,New,False,5.0,True,2023-12,2023-12,0,363,2,227.62,Hibernating,0
ORD104430,CUST00012,2023-11-29,Office Supplies,Wireless Mouse,220.2,3,10,660.6,3.92,594.54,Referral,Credit Card,Europe,Returning,False,2.0,True,2023-11,2023-04,7,261,4,1026.1799999999998,Potential Loyalists,0
ORD116839,CUST00659,2023-07-07,Apparel,Denim Jacket,89.39,1,5,89.39,9.59,84.92,Organic Search,Credit Card,North America,Returning,True,1.0,True,2023-07,2023-07,0,13,7,567.1800000000001,Champions,1
ORD114725,CUST01789,2024-11-10,Apparel,Yoga Pants,14.38,1,0,14.38,4.71,14.38,Paid Search,Credit Card,Latin America,New,False,1.0,True,2024-11,2024-11,0,31,4,600.66,Loyal Customers,1
ORD109663,CUST04044,2024-04-26,Beauty & Personal Care,Perfume,23.97,1,15,23.97,4.19,20.37,Direct,PayPal,Latin America,New,False,,False,2024-04,2024-04,0,47,7,647.73,Champions,1
ORD111152,CUST00602,2024-08-28,Beauty & Personal Care,Makeup Palette,22.64,1,0,22.64,10.35,22.64,Email,Credit Card,Asia Pacific,Returning,False,3.0,True,2024-08,2023-04,16,126,5,265.77,Potential Loyalists,1
ORD108673,CUST00259,2023-12-09,Home & Kitchen,Air Fryer,107.22,4,25,428.88,2.97,321.66,Social Media,Credit Card,Europe,Returning,False,3.0,True,2023-12,2023-04,8,300,5,542.4300000000001,Potential Loyalists,0
ORD103517,CUST01929,2024-07-04,Electronics,Phone Case,137.72,1,0,137.72,9.8,137.72,Paid Search,Buy Now Pay Later,North America,New,False,1.0,True,2024-07,2024-07,0,43,5,550.13,Loyal Customers,1
ORD102443,CUST01443,2024-08-18,Beauty & Personal Care,Hair Dryer,50.6,4,0,202.4,4.22,202.4,Referral,PayPal,Middle East & Africa,New,False,3.0,True,2024-08,2024-08,0,136,3,561.25,Potential Loyalists,3
ORD100227,CUST00907,2024-10-11,Toys & Games,RC Car,12.83,2,0,25.66,9.62,25.66,Organic Search,Credit Card,Middle East & Africa,Returning,False,3.0,True,2024-10,2024-04,6,28,4,524.36,Loyal Customers,1
ORD102853,CUST02201,2024-11-28,Sports & Outdoors,Water Bottle,126.3,2,0,252.6,7.31,252.6,Social Media,Credit Card,Europe,Returning,True,4.0,True,2024-11,2024-11,0,34,4,1148.03,Loyal Customers,2
ORD101265,CUST00898,2024-10-04,Home & Kitchen,Throw Blanket,175.25,1,0,175.25,7.11,175.25,Organic Search,Credit Card,North America,Unknown,False,2.0,True,2024-10,2023-09,13,7,5,490.56,Champions,1
ORD117944,CUST00378,2023-02-15,Sports & Outdoors,Water Bottle,73.31,1,5,73.31,3.38,69.64,Direct,Debit Card,Europe,New,False,1.0,True,2023-02,2023-02,0,176,4,238.06,At Risk,3
ORD110864,CUST02716,2024-05-20,Electronics,USB-C Hub,110.84,2,0,221.68,8.71,221.68,Email,PayPal,Europe,Returning,False,2.0,True,2024-05,2024-04,1,219,5,923.83,Loyal Customers,1
ORD114685,CUST02502,2024-11-17,Electronics,Bluetooth Speaker,89.6,1,0,89.6,7.62,89.6,Email,Credit Card,North America,New,False,2.0,True,2024-11,2023-11,12,45,6,963.0799999999999,Champions,2
ORD108319,CUST02181,2023-12-17,Sports & Outdoors,Resistance Bands,51.82,3,0,155.46,6.84,155.46,Paid Search,Credit Card,Latin America,Returning,False,1.0,True,2023-12,2023-12,0,79,6,667.34,Loyal Customers,1
ORD112333,CUST02674,2024-12-30,Home & Kitchen,Desk Lamp,18.7,1,5,18.7,7.99,17.76,Email,Buy Now Pay Later,Europe,Returning,False,4.0,True,2024-12,2024-05,7,2,12,1390.4,Champions,2
ORD116598,CUST02045,2024-10-05,Home & Kitchen,Desk Lamp,91.3,1,0,91.3,5.39,91.3,Paid Search,PayPal,Asia Pacific,VIP,False,5.0,True,2024-10,2024-10,0,38,5,395.52,Loyal Customers,1
ORD111998,CUST00011,2024-08-01,Beauty & Personal Care,Electric Toothbrush,56.66,1,30,56.66,9.2,39.66,Paid Search,Credit Card,Europe,New,False,5.0,True,2024-08,2024-07,1,28,6,562.73,Loyal Customers,1
ORD108638,CUST03375,2024-09-06,Sports & Outdoors,Water Bottle,129.41,1,0,129.41,3.65,129.41,Referral,Debit Card,Europe,VIP,False,,False,2024-09,2024-07,2,21,7,480.17,Champions,1
ORD100413,CUST01347,2024-11-30,Apparel,Denim Jacket,69.95,2,25,139.9,9.98,104.93,Direct,Credit Card,Latin America,Returning,False,,False,2024-11,2023-11,12,17,6,935.6,Champions,2
ORD113773,CUST01533,2024-09-07,Toys & Games,Board Game,12.78,1,15,12.78,10.02,10.86,Organic Search,Credit Card,Latin America,VIP,False,2.0,True,2024-09,2024-08,1,9,8,963.53,Champions,2
ORD115027,CUST04035,2023-12-29,Electronics,USB-C Hub,171.46,1,0,171.46,8.66,171.46,Organic Search,Credit Card,North America,New,False,,False,2023-12,2023-08,4,16,5,375.69,Loyal Customers,1
ORD104298,CUST00403,2024-05-07,Toys & Games,Puzzle 1000pc,17.28,2,5,34.56,4.98,32.83,Email,PayPal,Asia Pacific,Returning,False,,False,2024-05,2024-02,3,31,5,381.34000000000003,Loyal Customers,1
ORD103812,CUST03540,2024-12-27,Apparel,Denim Jacket,26.24,1,0,26.24,10.3,26.24,Email,Buy Now Pay Later,Asia Pacific,Returning,False,3.0,True,2024-12,2024-02,10,5,2,46.86,Potential Loyalists,3
ORD112872,CUST02844,2024-03-25,Home & Kitchen,Air Fryer,93.89,1,0,93.89,3.25,93.89,Social Media,Debit Card,Asia Pacific,Returning,False,5.0,True,2024-03,2024-03,0,2,3,230.19,Potential Loyalists,3
ORD116881,CUST02369,2023-12-05,Toys & Games,RC Car,28.55,1,0,28.55,7.19,28.55,Social Media,Credit Card,Asia Pacific,VIP,False,,False,2023-12,2023-03,9,212,5,192.25,At Risk,0
ORD100773,CUST00293,2024-11-22,Sports & Outdoors,Water Bottle,31.16,1,5,31.16,10.09,29.6,Social Media,Credit Card,Europe,New,False,2.0,True,2024-11,2023-07,16,11,6,420.35,Loyal Customers,1
ORD108467,CUST01694,2024-06-04,Toys & Games,Board Game,40.85,1,10,40.85,10.8,36.76,Paid Search,Credit Card,Asia Pacific,Unknown,False,,False,2024-06,2023-08,10,18,7,515.93,Champions,1
ORD115697,CUST03289,2024-10-09,Office Supplies,Ergonomic Chair,84.42,2,10,168.84,10.61,151.96,Social Media,PayPal,North America,VIP,False,1.0,True,2024-10,2024-09,1,25,6,1016.36,Champions,2
ORD108896,CUST00476,2024-01-22,Toys & Games,Building Blocks Set,16.31,1,25,16.31,10.45,12.23,Referral,Credit Card,Latin America,Returning,False,1.0,True,2024-01,2023-12,1,55,5,528.38,Loyal Customers,1
ORD116032,CUST01468,2023-06-12,Beauty & Personal Care,Hair Dryer,59.82,1,10,59.82,8.13,53.84,Organic Search,Credit Card,North America,New,False,2.0,True,2023-06,2023-06,0,19,6,330.31,Champions,1
ORD115665,CUST02289,2023-11-30,Office Supplies,Ergonomic Chair,195.55,1,10,195.55,5.48,176.0,Paid Search,Credit Card,Middle East & Africa,Returning,False,,False,2023-11,2023-11,0,21,4,686.43,Champions,1
ORD116277,CUST01953,2023-04-12,Beauty & Personal Care,Electric Toothbrush,46.24,4,5,184.96,7.95,175.71,Organic Search,Credit Card,Europe,New,False,3.0,True,2023-04,2023-04,0,68,2,230.21,At Risk,3
ORD105088,CUST00583,2024-08-09,Apparel,Running Shoes,59.81,1,20,59.81,2.9,47.85,Social Media,Credit Card,Asia Pacific,New,False,,False,2024-08,2023-09,11,145,3,207.13,Hibernating,3
ORD102842,CUST00528,2023-10-07,Electronics,USB-C Hub,79.13,1,25,79.13,6.87,59.35,Email,Gift Card,North America,Returning,False,1.0,True,2023-10,2023-05,5,204,7,1195.92,Loyal Customers,2
ORD115651,CUST00564,2023-12-23,Toys & Games,Puzzle 1000pc,19.03,1,0,19.03,7.19,19.03,Email,PayPal,Asia Pacific,New,False,1.0,True,2023-12,2023-12,0,230,6,323.39,Potential Loyalists,1
ORD104535,CUST02499,2024-06-19,Toys & Games,Board Game,43.71,3,20,131.13,10.09,104.9,Organic Search,PayPal,Europe,Returning,False,3.0,True,2024-06,2024-05,1,5,9,902.11,Champions,2
ORD102778,CUST03079,2024-09-09,Home & Kitchen,Desk Lamp,103.41,1,20,103.41,7.25,82.73,Email,Gift Card,North America,VIP,False,2.0,True,2024-09,2024-09,0,15,14,2052.51,Champions,2
ORD115682,CUST02950,2024-11-21,Home & Kitchen,Coffee Maker,165.85,1,25,165.85,3.06,124.39,Email,PayPal,Europe,New,False,1.0,True,2024-11,2023-10,13,41,5,541.51,Loyal Customers,1
ORD117660,CUST02378,2024-12-26,Home & Kitchen,Storage Bins,57.57,1,0,57.57,4.36,57.57,Email,Credit Card,Europe,New,False,,False,2024-12,2024-09,3,6,8,670.29,Champions,1
ORD111851,CUST03103,2024-04-13,Electronics,USB-C Hub,39.31,1,5,39.31,8.2,37.34,Social Media,Credit Card,Europe,New,False,,False,2024-04,2023-04,12,263,6,519.85,Loyal Customers,0
ORD102768,CUST02625,2024-09-17,Beauty & Personal Care,Hair Dryer,19.51,2,25,39.02,7.19,29.26,Direct,Credit Card,Asia Pacific,Returning,False,2.0,True,2024-09,2023-06,15,5,8,1299.55,Champions,2
ORD110981,CUST02304,2024-05-13,Beauty & Personal Care,Electric Toothbrush,21.93,1,5,21.93,4.62,20.83,Organic Search,Credit Card,Europe,Returning,False,3.0,True,2024-05,2024-05,0,131,8,415.0,Loyal Customers,1
ORD106832,CUST00549,2024-04-25,Toys & Games,Puzzle 1000pc,57.08,1,15,57.08,6.49,48.52,Organic Search,Gift Card,Europe,New,False,2.0,True,2024-04,2023-06,10,251,4,607.6600000000001,Potential Loyalists,0
ORD106088,CUST02081,2024-12-24,Home & Kitchen,Desk Lamp,34.93,1,15,34.93,3.93,29.69,Direct,Credit Card,North America,New,False,,False,2024-12,2023-12,12,8,4,288.99,Loyal Customers,3
ORD107981,CUST00694,2023-12-04,Office Supplies,Wireless Mouse,221.96,3,5,665.88,7.19,632.59,Paid Search,Credit Card,Asia Pacific,Returning,False,3.0,True,2023-12,2023-10,2,1,6,940.9300000000001,Champions,2
ORD114098,CUST00782,2023-12-14,Apparel,Rain Jacket,63.2,2,0,126.4,7.31,126.4,Referral,PayPal,Europe,New,False,,False,2023-12,2023-08,4,273,3,292.97,At Risk,0
ORD111782,CUST01705,2024-11-16,Office Supplies,Ergonomic Chair,63.97,2,0,127.94,7.19,127.94,Organic Search,Debit Card,Asia Pacific,New,False,,False,2024-11,2024-11,0,26,5,742.6600000000001,Champions,1
ORD117016,CUST00830,2024-03-25,Beauty & Personal Care,Perfume,40.29,1,0,40.29,7.97,40.29,Direct,Credit Card,Middle East & Africa,New,False,3.0,True,2024-03,2023-10,5,52,6,692.43,Champions,1
ORD115569,CUST01519,2024-03-30,Electronics,USB-C Hub,185.92,4,0,743.68,10.7,743.68,Direct,PayPal,Europe,New,False,,False,2024-03,2023-08,7,60,8,1533.19,Champions,2
ORD113872,CUST03430,2024-03-24,Toys & Games,Building Blocks Set,40.38,3,5,121.14,7.7,115.08,Organic Search,PayPal,Middle East & Africa,New,False,4.0,True,2024-03,2024-03,0,19,3,515.75,Loyal Customers,3
ORD113216,CUST00503,2024-11-06,Home & Kitchen,Coffee Maker,61.13,1,0,61.13,10.42,61.13,Paid Search,Credit Card,Latin America,New,False,5.0,True,2024-11,2023-07,16,56,6,325.09000000000003,Potential Loyalists,1
ORD106823,CUST00132,2024-12-27,Home & Kitchen,Knife Set,115.55,1,25,115.55,4.24,86.66,Paid Search,Credit Card,Europe,New,False,2.0,True,2024-12,2024-11,1,5,7,361.71,Champions,1
ORD116864,CUST02193,2024-07-15,Office Supplies,Whiteboard,188.91,1,0,188.91,7.31,188.91,Referral,Credit Card,Europe,Returning,False,4.0,True,2024-07,2024-07,0,28,5,502.02,Loyal Customers,1
ORD106354,CUST00738,2024-09-17,Office Supplies,Notebook Set,54.94,1,0,54.94,5.04,54.94,Email,PayPal,Asia Pacific,New,False,5.0,True,2024-09,2024-08,1,106,5,293.69,Potential Loyalists,1
ORD115087,CUST04199,2024-07-29,Sports & Outdoors,Yoga Mat,116.56,1,5,116.56,10.62,110.73,Direct,PayPal,Asia Pacific,New,False,1.0,True,2024-07,2023-07,12,35,6,404.08,Loyal Customers,1
ORD105905,CUST03626,2024-03-25,Home & Kitchen,Desk Lamp,49.01,2,10,98.02,3.58,88.22,Referral,PayPal,Europe,New,False,1.0,True,2024-03,2023-11,4,282,5,591.73,Potential Loyalists,0
ORD111457,CUST01936,2024-12-09,Toys & Games,Board Game,38.88,1,10,38.88,5.14,34.99,Social Media,PayPal,Europe,New,False,1.0,True,2024-12,2023-09,15,13,4,246.42000000000002,Loyal Customers,3
ORD107876,CUST03414,2023-12-09,Home & Kitchen,Desk Lamp,27.84,1,5,27.84,8.18,26.45,Social Media,Debit Card,Europe,Returning,False,,False,2023-12,2023-07,5,16,4,405.64,Loyal Customers,3
ORD115078,CUST03684,2024-09-26,Toys & Games,Puzzle 1000pc,36.42,4,5,145.68,10.67,138.4,Social Media,PayPal,North America,New,False,,False,2024-09,2024-09,0,97,3,202.6,At Risk,3
ORD113782,CUST03200,2024-03-30,Home & Kitchen,Coffee Maker,40.4,1,5,40.4,5.56,38.38,Email,Gift Card,North America,Unknown,False,5.0,True,2024-03,2024-03,0,32,7,951.2299999999999,Champions,2
ORD111812,CUST00852,2024-04-25,Home & Kitchen,Desk Lamp,72.83,1,0,72.83,10.96,72.83,Organic Search,Credit Card,Europe,New,False,4.0,True,2024-04,2024-04,0,194,7,828.04,Loyal Customers,2
ORD105784,CUST02253,2024-10-06,Beauty & Personal Care,Electric Toothbrush,25.97,1,10,25.97,11.65,23.37,Social Media,Credit Card,North America,New,False,,False,2024-10,2023-03,19,87,6,691.0,Champions,1
ORD100246,CUST01644,2024-11-09,Home & Kitchen,Knife Set,45.57,2,25,91.14,5.49,68.36,Direct,Credit Card,Asia Pacific,Returning,False,5.0,True,2024-11,2024-11,0,29,6,518.31,Champions,1
ORD107041,CUST03769,2024-07-07,Apparel,Rain Jacket,53.79,1,15,53.79,7.91,45.72,Email,Credit Card,North America,VIP,True,1.0,True,2024-07,2024-03,4,52,4,311.2,Loyal Customers,3
ORD115311,CUST00663,2023-12-21,Office Supplies,Wireless Mouse,151.53,1,0,151.53,7.75,151.53,Social Media,Credit Card,Latin America,New,False,1.0,True,2023-12,2023-05,7,120,4,452.53,Potential Loyalists,3
ORD103636,CUST02953,2024-05-14,Office Supplies,Whiteboard,44.9,1,0,44.9,7.89,44.9,Organic Search,PayPal,North America,VIP,False,4.0,True,2024-05,2024-05,0,54,5,876.3,Loyal Customers,1
ORD101706,CUST03287,2024-05-20,Sports & Outdoors,Hiking Backpack,16.65,1,20,16.65,3.98,13.32,Social Media,Debit Card,Europe,VIP,False,4.0,True,2024-05,2024-05,0,48,7,882.23,Champions,2
ORD110430,CUST00371,2023-07-17,Sports & Outdoors,Yoga Mat,133.39,4,0,533.56,7.25,533.56,Organic Search,Credit Card,North America,Returning,False,,False,2023-07,2023-07,0,144,6,962.56,Loyal Customers,2
ORD101314,CUST00010,2024-04-29,Office Supplies,Whiteboard,23.86,1,5,23.86,9.84,22.67,Direct,PayPal,North America,Returning,False,3.0,True,2024-04,2024-04,0,8,6,516.29,Champions,1
ORD101184,CUST03969,2024-05-26,Apparel,Running Shoes,21.98,2,5,43.96,5.28,41.76,Organic Search,PayPal,Latin America,VIP,False,5.0,True,2024-05,2023-09,8,5,5,342.19,Loyal Customers,1
ORD113546,CUST01144,2024-09-22,Beauty & Personal Care,Perfume,38.52,3,0,115.56,3.27,115.56,Referral,Credit Card,Asia Pacific,New,False,,False,2024-09,2024-03,6,101,5,619.01,Loyal Customers,1
ORD107842,CUST00692,2024-03-23,Home & Kitchen,Desk Lamp,149.66,1,20,149.66,7.25,119.73,Social Media,Credit Card,North America,New,False,2.0,True,2024-03,2024-02,1,22,6,510.51,Champions,1
ORD106725,CUST01151,2024-02-28,Office Supplies,Whiteboard,203.8,2,10,407.6,10.83,366.84,Email,Credit Card,Asia Pacific,Returning,False,,False,2024-02,2023-11,3,231,4,451.78,Potential Loyalists,0
ORD111033,CUST02586,2023-03-04,Beauty & Personal Care,Electric Toothbrush,29.6,1,15,29.6,4.64,25.16,Organic Search,PayPal,Europe,New,True,4.0,True,2023-03,2023-03,0,12,5,523.98,Champions,1
ORD117865,CUST02390,2023-05-18,Beauty & Personal Care,Hair Dryer,46.95,1,0,46.95,7.25,46.95,Organic Search,Credit Card,North America,Returning,False,3.0,True,2023-05,2023-05,0,42,3,125.66,Potential Loyalists,3
ORD101533,CUST02795,2023-12-05,Toys & Games,Building Blocks Set,13.36,1,15,13.36,7.31,11.36,Email,PayPal,Europe,Returning,False,4.0,True,2023-12,2023-08,4,25,9,713.9499999999999,Champions,2
ORD112382,CUST01693,2023-11-06,Sports & Outdoors,Hiking Backpack,74.39,1,15,74.39,7.51,63.23,Email,Credit Card,Europe,New,False,4.0,True,2023-11,2023-04,7,247,9,536.4200000000001,Loyal Customers,1
