order_id,customer_id,order_date,category,product_name,unit_price,quantity,discount_pct,gross_amount,shipping_cost,net_revenue,marketing_channel,payment_method,region,customer_segment,returned,review_score,has_review
ORD109808,CUST01054,2024-11-02,Toys & Games,RC Car,25.43,2,0,50.86,3.34,50.86,Direct,Buy Now Pay Later,Middle East & Africa,Returning,False,,False
ORD109517,CUST01813,2024-02-10,Home & Kitchen,Desk Lamp,148.7,1,30,148.7,7.25,104.09,Organic Search,Credit Card,North America,Returning,False,3.0,True
ORD117317,CUST00203,2024-02-22,Apparel,Running Shoes,63.09,1,0,63.09,7.33,63.09,Social Media,Debit Card,Europe,VIP,False,5.0,True
ORD108182,CUST01054,2023-12-07,Toys & Games,Plush Toy,45.0,2,0,90.0,7.57,90.0,Social Media,Credit Card,Middle East & Africa,Returning,False,1.0,True
ORD106928,CUST03409,2024-01-21,Home & Kitchen,Storage Bins,79.51,2,0,159.02,7.82,159.02,Referral,Buy Now Pay Later,Asia Pacific,Returning,False,3.0,True
ORD101740,CUST03658,2023-09-29,Office Supplies,Ergonomic Chair,41.54,1,10,41.54,7.31,37.39,Direct,PayPal,Europe,New,False,4.0,True
ORD104764,CUST02627,2023-04-20,Apparel,Denim Jacket,66.2,2,15,132.4,10.31,112.54,Organic Search,PayPal,North America,Returning,False,,False
ORD108544,CUST03626,2023-11-27,Office Supplies,Desk Organizer,64.51,1,0,64.51,11.02,64.51,Referral,Credit Card,Europe,New,False,5.0,True
ORD117167,CUST02472,2024-07-11,Toys & Games,Plush Toy,21.83,1,0,21.83,2.67,21.83,Direct,Credit Card,North America,VIP,False,5.0,True
ORD113964,CUST01071,2024-07-22,Home & Kitchen,Throw Blanket,113.04,2,0,226.08,7.29,226.08,Paid Search,Credit Card,Latin America,New,False,2.0,True
ORD103998,CUST01586,2023-11-13,Electronics,Bluetooth Speaker,38.52,4,10,154.08,4.41,138.67,Organic Search,Debit Card,Europe,New,False,3.0,True
ORD117019,CUST02491,2024-06-08,Toys & Games,RC Car,27.65,1,0,27.65,7.25,27.65,Email,Credit Card,North America,Returning,False,,False
ORD112473,CUST01603,2023-12-14,Sports & Outdoors,Resistance Bands,134.76,1,0,134.76,11.61,134.76,Email,Buy Now Pay Later,Asia Pacific,New,False,,False
ORD111734,CUST03102,2024-12-29,Beauty & Personal Care,Face Serum,23.42,1,0,23.42,9.85,23.42,Social Media,PayPal,North America,Returning,False,4.0,True
ORD109194,CUST02924,2024-03-23,Toys & Games,Board Game,33.13,4,20,132.52,6.37,106.02,Organic Search,PayPal,North America,Unknown,False,,False
ORD117734,CUST00886,2024-08-21,Toys & Games,Building Blocks Set,27.0,2,0,54.0,10.14,54.0,Paid Search,Credit Card,North America,VIP,False,4.0,True
ORD110476,CUST03065,2024-01-18,Office Supplies,Wireless Mouse,44.33,1,5,44.33,7.19,42.11,Social Media,Credit Card,Asia Pacific,Returning,False,1.0,True
ORD112906,CUST01100,2024-11-03,Home & Kitchen,Air Fryer,107.66,1,30,107.66,7.24,75.36,Direct,Credit Card,North America,New,False,,False
ORD115495,CUST01806,2024-12-08,Toys & Games,Plush Toy,23.86,1,10,23.86,2.68,21.47,Paid Search,Credit Card,Europe,New,False,4.0,True
ORD115289,CUST01948,2024-09-06,Beauty & Personal Care,Electric Toothbrush,43.97,2,0,87.94,6.9,87.94,Referral,Credit Card,Europe,New,False,5.0,True
ORD114025,CUST03879,2024-02-20,Toys & Games,RC Car,25.67,2,0,51.34,2.76,51.34,Paid Search,Credit Card,Asia Pacific,New,False,2.0,True
ORD117221,CUST00372,2023-05-29,Office Supplies,Wireless Mouse,235.78,1,0,235.78,7.65,235.78,Paid Search,Credit Card,North America,Returning,False,,False
ORD106698,CUST00654,2024-11-16,Electronics,Smartwatch,115.65,2,0,231.3,7.19,231.3,Organic Search,Debit Card,Asia Pacific,New,False,3.0,True
ORD109460,CUST03016,2024-11-02,Beauty & Personal Care,Hair Dryer,59.37,1,0,59.37,6.58,59.37,Email,Gift Card,Asia Pacific,VIP,False,5.0,True
ORD102369,CUST01081,2024-04-29,Beauty & Personal Care,Hair Dryer,35.47,1,0,35.47,6.76,35.47,Paid Search,Buy Now Pay Later,Latin America,New,False,4.0,True
ORD100587,CUST01037,2024-07-09,Apparel,Wool Sweater,76.94,2,15,153.88,8.79,130.8,Paid Search,Debit Card,Europe,New,True,1.0,True
ORD105856,CUST03985,2023-01-30,Apparel,Wool Sweater,64.75,2,15,129.5,5.29,110.08,Social Media,Credit Card,Asia Pacific,New,False,,False
ORD111600,CUST01641,2023-12-30,Beauty & Personal Care,Perfume,49.71,4,0,198.84,8.78,198.84,Paid Search,Credit Card,Asia Pacific,VIP,False,5.0,True
ORD112821,CUST03598,2023-12-13,Office Supplies,Ergonomic Chair,175.6,1,20,175.6,10.94,140.48,Social Media,Debit Card,Latin America,Returning,False,5.0,True
ORD108930,CUST00972,2023-11-28,Apparel,Wool Sweater,30.8,1,25,30.8,10.3,23.1,Email,Debit Card,North America,Returning,False,,False
ORD114645,CUST00635,2024-06-23,Apparel,Yoga Pants,61.61,1,0,61.61,4.11,61.61,Email,Debit Card,Europe,New,False,3.0,True
ORD115728,CUST01263,2024-10-20,Office Supplies,Notebook Set,77.72,1,0,77.72,5.07,77.72,Paid Search,Credit Card,Europe,New,False,2.0,True
ORD104745,CUST04129,2024-02-11,Office Supplies,Whiteboard,34.2,1,0,34.2,2.53,34.2,Direct,Buy Now Pay Later,Asia Pacific,VIP,False,3.0,True
ORD101242,CUST03969,2023-09-23,Electronics,USB-C Hub,138.05,1,0,138.05,2.97,138.05,Social Media,PayPal,Latin America,VIP,False,1.0,True
ORD116711,CUST02053,2023-10-18,Apparel,Yoga Pants,58.72,1,0,58.72,7.63,58.72,Paid Search,Credit Card,North America,New,False,3.0,True
ORD115456,CUST03016,2024-11-04,Toys & Games,Board Game,25.36,1,10,25.36,7.56,22.82,Social Media,PayPal,Asia Pacific,VIP,False,,False
ORD116966,CUST01123,2024-06-12,Sports & Outdoors,Hiking Backpack,148.0,3,5,444.0,3.6,421.8,Organic Search,Buy Now Pay Later,Latin America,Returning,False,4.0,True
ORD106680,CUST03325,2024-07-19,Office Supplies,Ergonomic Chair,60.13,1,5,60.13,4.65,57.12,Direct,Buy Now Pay Later,Asia Pacific,Returning,False,2.0,True
ORD108061,CUST02923,2024-11-27,Sports & Outdoors,Camping Tent,149.25,1,25,149.25,7.17,111.94,Direct,PayPal,North America,Returning,False,2.0,True
ORD113884,CUST00333,2024-07-28,Sports & Outdoors,Camping Tent,66.73,1,25,66.73,6.23,50.05,Email,Credit Card,North America,Returning,False,,False
ORD114519,CUST00648,2024-11-24,Sports & Outdoors,Yoga Mat,61.4,1,15,61.4,3.67,52.19,Organic Search,Debit Card,Asia Pacific,Returning,True,2.0,True
ORD116947,CUST03154,2024-10-17,Toys & Games,Plush Toy,43.82,1,25,43.82,6.04,32.86,Social Media,Gift Card,Europe,Returning,False,,False
ORD113802,CUST00988,2024-07-24,Home & Kitchen,Throw Blanket,114.09,2,0,228.18,9.96,228.18,Social Media,PayPal,Latin America,VIP,False,3.0,True
ORD106575,CUST01546,2024-11-04,Sports & Outdoors,Hiking Backpack,35.43,1,0,35.43,6.7,35.43,Direct,Gift Card,Asia Pacific,New,False,4.0,True
ORD101152,CUST00456,2024-10-08,Beauty & Personal Care,Makeup Palette,50.15,1,30,50.15,7.19,35.1,Paid Search,Gift Card,Asia Pacific,Returning,False,1.0,True
ORD110067,CUST04085,2024-12-22,Office Supplies,Ergonomic Chair,102.5,2,0,205.0,10.7,205.0,Email,Credit Card,North America,New,False,,False
ORD114071,CUST01782,2024-11-29,Toys & Games,Building Blocks Set,55.67,1,25,55.67,7.25,41.75,Direct,PayPal,North America,New,False,,False
ORD114076,CUST01174,2023-12-17,Beauty & Personal Care,Face Serum,57.98,1,0,57.98,5.36,57.98,Organic Search,PayPal,Asia Pacific,VIP,False,,False
ORD107388,CUST01150,2024-05-24,Office Supplies,Ergonomic Chair,106.36,1,5,106.36,3.84,101.04,Organic Search,Debit Card,Latin America,Returning,False,1.0,True
ORD101572,CUST03940,2024-09-01,Office Supplies,Notebook Set,40.73,3,0,122.19,10.34,122.19,Organic Search,Credit Card,North America,Returning,False,4.0,True
ORD110407,CUST00558,2024-12-29,Beauty & Personal Care,Perfume,24.73,1,0,24.73,6.24,24.73,Paid Search,Debit Card,North America,Returning,False,4.0,True
ORD116604,CUST02408,2024-12-09,Electronics,Laptop Stand,41.48,1,0,41.48,4.39,41.48,Paid Search,Credit Card,Asia Pacific,New,False,1.0,True
ORD112235,CUST01702,2024-06-07,Beauty & Personal Care,Perfume,9.6,3,25,28.8,11.83,21.6,Paid Search,Debit Card,Europe,Returning,False,,False
ORD102864,CUST02433,2024-07-05,Electronics,Bluetooth Speaker,182.0,2,15,364.0,8.42,309.4,Organic Search,PayPal,Europe,Returning,False,5.0,True
ORD115042,CUST02819,2024-04-12,Beauty & Personal Care,Makeup Palette,62.94,1,25,62.94,10.18,47.2,Social Media,Credit Card,Europe,New,False,5.0,True
ORD111847,CUST03698,2024-07-03,Toys & Games,Building Blocks Set,23.42,4,15,93.68,8.86,79.63,Email,Credit Card,Europe,Returning,False,,False
ORD102465,CUST00050,2024-11-18,Electronics,USB-C Hub,124.34,1,0,124.34,2.75,124.34,Email,Debit Card,Latin America,New,False,2.0,True
ORD104264,CUST03898,2023-12-26,Electronics,Phone Case,63.09,2,25,126.18,6.49,94.64,Social Media,Credit Card,Asia Pacific,New,False,1.0,True
ORD115803,CUST01089,2024-03-26,Apparel,Graphic Tee,40.43,1,5,40.43,6.56,38.41,Direct,Credit Card,Europe,New,False,4.0,True
ORD104974,CUST02955,2024-07-20,Office Supplies,Ergonomic Chair,238.37,1,15,238.37,11.01,202.61,Social Media,Credit Card,Middle East & Africa,New,False,5.0,True
ORD114512,CUST01787,2023-10-14,Home & Kitchen,Storage Bins,171.69,1,0,171.69,11.5,171.69,Direct,Gift Card,North America,VIP,False,,False
ORD115755,CUST04186,2024-10-21,Apparel,Yoga Pants,56.42,2,0,112.84,5.01,112.84,Paid Search,PayPal,Europe,Returning,False,3.0,True
ORD112360,CUST01475,2024-09-27,Office Supplies,Ergonomic Chair,34.48,2,20,68.96,11.32,55.17,Referral,Debit Card,Latin America,New,False,3.0,True
ORD115341,CUST03210,2024-06-30,Apparel,Rain Jacket,71.98,4,0,287.92,7.85,287.92,Paid Search,PayPal,Asia Pacific,Returning,False,3.0,True
ORD106174,CUST02995,2024-10-07,Toys & Games,Plush Toy,50.59,1,20,50.59,3.66,40.47,Social Media,Credit Card,North America,Returning,False,4.0,True
ORD113273,CUST02751,2023-04-19,Toys & Games,Puzzle 1000pc,13.28,1,20,13.28,7.9,10.62,Social Media,Buy Now Pay Later,North America,VIP,False,,False
ORD117088,CUST00427,2024-08-01,Office Supplies,Ergonomic Chair,168.55,2,25,337.1,8.0,252.82,Organic Search,Credit Card,Asia Pacific,New,False,,False
ORD114880,CUST01356,2023-06-20,Sports & Outdoors,Camping Tent,16.18,2,0,32.36,4.04,32.36,Email,Credit Card,North America,New,False,,False
ORD117027,CUST01828,2024-09-15,Apparel,Wool Sweater,34.19,1,0,34.19,5.07,34.19,Organic Search,Credit Card,Asia Pacific,New,False,5.0,True
ORD106875,CUST03183,2024-01-04,Toys & Games,Plush Toy,35.34,1,10,35.34,9.68,31.81,Direct,Debit Card,North America,New,False,5.0,True
ORD106551,CUST03860,2024-01-06,Electronics,Phone Case,50.37,1,0,50.37,3.02,50.37,Organic Search,Credit Card,North America,Returning,False,,False
ORD113488,CUST03028,2024-09-26,Toys & Games,Puzzle 1000pc,38.44,1,0,38.44,10.05,38.44,Social Media,Credit Card,North America,Returning,False,2.0,True
ORD107926,CUST00203,2024-03-05,Office Supplies,Wireless Mouse,84.64,1,10,84.64,4.4,76.18,Referral,Credit Card,Europe,VIP,False,5.0,True
ORD102751,CUST01276,2023-11-15,Toys & Games,RC Car,30.49,1,5,30.49,8.09,28.97,Organic Search,PayPal,North America,New,False,2.0,True
ORD108983,CUST00607,2024-08-18,Office Supplies,Ergonomic Chair,178.19,3,15,534.57,5.25,454.38,Social Media,Credit Card,North America,New,False,,False
ORD113231,CUST00581,2023-05-13,Electronics,Laptop Stand,178.19,4,5,712.76,10.06,677.12,Direct,Credit Card,North America,New,False,4.0,True
ORD105109,CUST02113,2023-12-24,Electronics,Laptop Stand,214.64,1,0,214.64,7.19,214.64,Organic Search,Debit Card,Asia Pacific,VIP,False,2.0,True
ORD106856,CUST00088,2024-02-09,Electronics,Laptop Stand,42.75,2,15,85.5,7.49,72.68,Email,Debit Card,Europe,Returning,False,,False
ORD113097,CUST03580,2024-04-11,Toys & Games,Plush Toy,31.51,1,10,31.51,7.31,28.36,Social Media,Credit Card,Europe,New,False,1.0,True
ORD116198,CUST02457,2024-12-15,Sports & Outdoors,Hiking Backpack,75.27,1,10,75.27,2.53,67.74,Social Media,PayPal,Europe,New,False,2.0,True
ORD117676,CUST02834,2024-09-11,Beauty & Personal Care,Perfume,48.35,1,0,48.35,6.15,48.35,Social Media,Credit Card,Europe,New,False,,False
ORD103570,CUST03455,2024-05-25,Home & Kitchen,Coffee Maker,120.93,1,5,120.93,6.75,114.88,Email,Credit Card,North America,New,False,2.0,True
ORD104930,CUST02517,2024-07-23,Apparel,Denim Jacket,55.28,4,0,221.12,7.29,221.12,Direct,Credit Card,Latin America,VIP,False,3.0,True
ORD101464,CUST03102,2023-11-02,Office Supplies,Whiteboard,177.98,1,10,177.98,10.04,160.18,Organic Search,Credit Card,North America,Returning,False,5.0,True
ORD115518,CUST01592,2024-05-03,Apparel,Running Shoes,32.41,1,10,32.41,9.22,29.17,Social Media,Credit Card,North America,New,False,2.0,True
ORD105985,CUST03548,2024-10-30,Toys & Games,Plush Toy,41.83,1,0,41.83,7.29,41.83,Organic Search,Debit Card,Latin America,New,False,3.0,True
ORD111379,CUST01941,2023-09-12,Electronics,USB-C Hub,125.54,1,0,125.54,5.5,125.54,Paid Search,Debit Card,Asia Pacific,Returning,False,,False
ORD117511,CUST02657,2024-10-28,Toys & Games,Plush Toy,30.83,4,15,123.32,7.31,104.82,Social Media,Debit Card,Europe,New,False,2.0,True
ORD113225,CUST03731,2023-12-22,Beauty & Personal Care,Hair Dryer,65.55,2,0,131.1,6.1,131.1,Paid Search,Credit Card,Europe,New,False,4.0,True
ORD117404,CUST03316,2024-09-14,Office Supplies,Wireless Mouse,259.66,1,0,259.66,9.37,259.66,Organic Search,PayPal,North America,New,True,4.0,True
ORD112540,CUST03149,2024-02-23,Office Supplies,Desk Organizer,221.38,1,5,221.38,7.31,210.31,Email,PayPal,Europe,VIP,False,4.0,True
ORD109988,CUST03976,2024-11-19,Home & Kitchen,Air Fryer,116.62,4,0,466.48,11.53,466.48,Paid Search,Credit Card,Middle East & Africa,Returning,True,3.0,True
ORD108374,CUST00862,2024-09-22,Toys & Games,Board Game,35.13,1,15,35.13,8.4,29.86,Social Media,PayPal,Asia Pacific,VIP,False,,False
ORD110995,CUST01800,2023-07-16,Electronics,USB-C Hub,109.8,1,0,109.8,7.25,109.8,Organic Search,Buy Now Pay Later,North America,VIP,True,,False
ORD113386,CUST00032,2023-11-26,Home & Kitchen,Storage Bins,136.83,4,0,547.32,6.43,547.32,Direct,Debit Card,Europe,New,False,,False
ORD100775,CUST03338,2024-11-15,Office Supplies,Whiteboard,256.59,4,0,1026.36,8.9,1026.36,Email,PayPal,Europe,Returning,False,,False
ORD109559,CUST01106,2023-08-17,Beauty & Personal Care,Makeup Palette,35.55,1,0,35.55,4.46,35.55,Email,Debit Card,Europe,New,False,2.0,True
ORD116960,CUST01225,2023-02-15,Electronics,Smartwatch,199.65,1,5,199.65,7.29,189.67,Organic Search,Buy Now Pay Later,Latin America,New,False,1.0,True
ORD101992,CUST01269,2024-04-03,Sports & Outdoors,Camping Tent,65.93,1,0,65.93,3.78,65.93,Paid Search,Credit Card,North America,New,False,5.0,True
ORD100641,CUST03918,2024-12-24,Toys & Games,RC Car,52.94,4,0,211.76,8.06,211.76,Referral,PayPal,Europe,VIP,False,,False
ORD105689,CUST01477,2024-01-19,Home & Kitchen,Air Fryer,113.25,1,15,113.25,7.25,96.26,Organic Search,Debit Card,North America,New,False,,False
ORD101303,CUST02297,2024-07-14,Apparel,Running Shoes,46.94,4,0,187.76,7.89,187.76,Social Media,Credit Card,North America,Returning,False,3.0,True
ORD117844,CUST02015,2024-04-22,Apparel,Running Shoes,72.93,1,0,72.93,3.74,72.93,Social Media,Credit Card,North America,New,False,,False
ORD113432,CUST01935,2024-08-27,Beauty & Personal Care,Electric Toothbrush,45.34,3,5,136.02,4.79,129.22,Email,Debit Card,Europe,Returning,False,,False
ORD105542,CUST02040,2023-08-22,Apparel,Graphic Tee,78.99,1,0,78.99,7.19,78.99,Organic Search,Credit Card,Asia Pacific,New,False,,False
ORD112380,CUST03781,2024-07-05,Toys & Games,Board Game,26.78,1,30,26.78,6.53,18.75,Email,PayPal,Asia Pacific,Returning,False,1.0,True
ORD115835,CUST00708,2024-06-12,Beauty & Personal Care,Electric Toothbrush,9.68,2,0,19.36,8.66,19.36,Direct,Debit Card,North America,New,False,2.0,True
ORD101935,CUST00165,2024-05-10,Toys & Games,RC Car,28.51,4,10,114.04,9.86,102.64,Direct,Gift Card,Latin America,Returning,False,4.0,True
ORD111550,CUST02761,2024-04-14,Apparel,Yoga Pants,58.77,1,10,58.77,9.35,52.89,Direct,Credit Card,North America,Returning,False,,False
ORD114174,CUST02532,2024-09-24,Home & Kitchen,Storage Bins,35.79,1,25,35.79,11.81,26.84,Social Media,Credit Card,North America,New,False,,False
ORD115183,CUST01918,2024-01-29,Toys & Games,RC Car,21.38,4,0,85.52,7.19,85.52,Email,Buy Now Pay Later,Asia Pacific,New,False,,False
ORD114035,CUST02255,2023-12-10,Sports & Outdoors,Hiking Backpack,83.89,4,5,335.56,10.57,318.78,Social Media,Credit Card,Latin America,New,False,4.0,True
ORD104677,CUST00780,2024-12-12,Sports & Outdoors,Hiking Backpack,126.11,1,5,126.11,7.31,119.8,Social Media,PayPal,Europe,VIP,False,5.0,True
ORD106670,CUST03461,2024-07-19,Beauty & Personal Care,Electric Toothbrush,66.61,1,25,66.61,5.69,49.96,Organic Search,Gift Card,Asia Pacific,New,False,2.0,True
ORD108185,CUST00780,2024-01-16,Sports & Outdoors,Water Bottle,68.29,1,10,68.29,8.56,61.46,Social Media,PayPal,Europe,VIP,False,2.0,True
ORD108463,CUST01909,2024-04-18,Toys & Games,RC Car,26.07,1,15,26.07,8.93,22.16,Direct,PayPal,Asia Pacific,VIP,False,3.0,True
ORD115143,CUST00682,2024-03-12,Sports & Outdoors,Water Bottle,69.07,3,15,207.21,9.48,176.13,Social Media,Credit Card,Asia Pacific,VIP,False,4.0,True
ORD101802,CUST02539,2023-04-16,Beauty & Personal Care,Perfume,13.65,1,10,13.65,8.52,12.28,Email,Credit Card,North America,New,False,,False
ORD117276,CUST03671,2024-04-30,Beauty & Personal Care,Hair Dryer,38.16,1,20,38.16,7.19,30.53,Organic Search,Credit Card,Asia Pacific,New,False,3.0,True
ORD108811,CUST00014,2024-07-02,Beauty & Personal Care,Perfume,9.57,2,0,19.14,5.88,19.14,Referral,Credit Card,North America,Returning,False,,False
ORD115246,CUST02871,2024-10-15,Home & Kitchen,Storage Bins,87.71,1,0,87.71,7.31,87.71,Organic Search,Buy Now Pay Later,Europe,VIP,True,,False
ORD109850,CUST00979,2023-04-08,Beauty & Personal Care,Electric Toothbrush,44.76,1,10,44.76,7.12,40.28,Paid Search,PayPal,Europe,New,False,3.0,True
ORD110892,CUST01784,2024-08-14,Sports & Outdoors,Resistance Bands,45.64,1,10,45.64,3.61,41.08,Social Media,Credit Card,North America,Returning,False,,False
ORD109652,CUST00994,2024-03-23,Electronics,Smartwatch,122.91,1,5,122.91,8.67,116.76,Social Media,PayPal,Latin America,VIP,False,,False
ORD105017,CUST00089,2024-11-30,Beauty & Personal Care,Perfume,42.33,1,25,42.33,7.31,31.75,Organic Search,PayPal,Europe,New,True,2.0,True
ORD112768,CUST03847,2023-12-20,Sports & Outdoors,Camping Tent,102.03,1,0,102.03,8.43,102.03,Paid Search,Gift Card,North America,Returning,False,5.0,True
ORD109354,CUST00750,2024-12-25,Apparel,Running Shoes,57.68,1,15,57.68,11.81,49.03,Referral,PayPal,Latin America,Returning,False,,False
ORD110214,CUST01373,2023-11-13,Electronics,Wireless Earbuds,197.3,1,0,197.3,3.43,197.3,Organic Search,Credit Card,Asia Pacific,Returning,False,,False
ORD114171,CUST03115,2024-11-22,Home & Kitchen,Air Fryer,108.1,1,0,108.1,11.88,108.1,Paid Search,Buy Now Pay Later,North America,New,False,1.0,True
ORD113792,CUST01477,2024-01-08,Apparel,Denim Jacket,46.95,1,15,46.95,10.18,39.91,Social Media,Debit Card,North America,New,True,4.0,True
ORD100783,CUST03767,2023-05-17,Sports & Outdoors,Camping Tent,24.25,1,10,24.25,7.25,21.82,Email,PayPal,North America,Returning,True,4.0,True
ORD116499,CUST00022,2024-01-26,Office Supplies,Desk Organizer,221.38,1,25,221.38,8.03,166.04,Email,Credit Card,North America,New,False,1.0,True
ORD104215,CUST01242,2023-04-19,Apparel,Wool Sweater,39.27,1,15,39.27,7.05,33.38,Email,Credit Card,Latin America,Returning,False,,False
ORD102655,CUST03027,2024-12-31,Office Supplies,Notebook Set,20.15,1,0,20.15,5.61,20.15,Paid Search,PayPal,Europe,Returning,False,,False
ORD110972,CUST02673,2024-05-21,Electronics,Wireless Earbuds,171.83,1,15,171.83,7.19,146.06,Email,Credit Card,Asia Pacific,New,False,,False
ORD114787,CUST03280,2024-12-01,Electronics,Bluetooth Speaker,39.23,1,5,39.23,3.04,37.27,Referral,Debit Card,Asia Pacific,Returning,False,2.0,True
ORD110504,CUST02718,2024-07-21,Apparel,Running Shoes,81.45,1,0,81.45,7.31,81.45,Organic Search,Credit Card,Europe,New,False,1.0,True
ORD108315,CUST02907,2024-11-08,Sports & Outdoors,Camping Tent,19.08,4,10,76.32,11.92,68.69,Direct,Credit Card,North America,New,False,3.0,True
ORD113369,CUST01194,2024-12-25,Apparel,Graphic Tee,56.28,1,20,56.28,5.42,45.02,Organic Search,Buy Now Pay Later,Middle East & Africa,Returning,False,3.0,True
ORD114246,CUST04094,2023-08-30,Beauty & Personal Care,Makeup Palette,16.79,1,0,16.79,7.83,16.79,Paid Search,Credit Card,North America,VIP,False,3.0,True
ORD108864,CUST02156,2024-11-14,Toys & Games,Plush Toy,52.96,1,0,52.96,5.89,52.96,Social Media,Credit Card,Europe,New,False,3.0,True
ORD106895,CUST01488,2023-11-06,Toys & Games,Board Game,18.41,1,20,18.41,3.1,14.73,Social Media,Credit Card,North America,VIP,False,4.0,True
ORD107347,CUST02857,2023-08-18,Sports & Outdoors,Resistance Bands,43.21,2,15,86.42,10.18,73.46,Paid Search,Buy Now Pay Later,North America,Returning,False,,False
ORD103990,CUST01578,2023-09-16,Beauty & Personal Care,Hair Dryer,29.64,2,0,59.28,6.15,59.28,Email,PayPal,North America,New,False,5.0,True
ORD113706,CUST01189,2024-09-25,Electronics,USB-C Hub,68.9,1,5,68.9,7.31,65.46,Email,Credit Card,Europe,New,False,1.0,True
ORD114847,CUST04011,2024-03-20,Beauty & Personal Care,Hair Dryer,40.91,4,25,163.64,7.25,122.73,Referral,Debit Card,North America,Returning,False,,False
ORD105476,CUST03637,2024-05-22,Sports & Outdoors,Camping Tent,22.68,2,0,45.36,4.22,45.36,Direct,PayPal,Europe,Returning,False,3.0,True
ORD113022,CUST03081,2024-09-01,Electronics,Smartwatch,92.35,1,20,92.35,7.25,73.88,Social Media,Buy Now Pay Later,North America,New,False,2.0,True
ORD108953,CUST01042,2024-04-07,Beauty & Personal Care,Perfume,8.51,1,0,8.51,3.23,8.51,Paid Search,Credit Card,Asia Pacific,New,False,1.0,True
ORD101535,CUST01889,2024-01-17,Sports & Outdoors,Resistance Bands,123.2,1,20,123.2,6.32,98.56,Social Media,Credit Card,Asia Pacific,New,False,,False
ORD116069,CUST02633,2024-05-24,Apparel,Wool Sweater,60.67,1,5,60.67,7.25,57.64,Paid Search,Credit Card,North America,Returning,False,,False
ORD107659,CUST01819,2024-03-31,Electronics,Smartwatch,36.22,1,5,36.22,7.25,34.41,Direct,Credit Card,North America,New,False,5.0,True
ORD101931,CUST02021,2023-10-05,Home & Kitchen,Coffee Maker,29.56,4,10,118.24,4.62,106.42,Social Media,Credit Card,North America,Returning,False,,False
ORD106580,CUST01955,2024-10-01,Electronics,Laptop Stand,168.17,1,0,168.17,5.47,168.17,Referral,Debit Card,Middle East & Africa,Returning,False,,False
ORD113805,CUST01240,2024-09-02,Sports & Outdoors,Camping Tent,34.4,2,25,68.8,4.77,51.6,Organic Search,Debit Card,Europe,Returning,True,3.0,True
ORD108300,CUST01820,2024-11-17,Toys & Games,Building Blocks Set,44.86,1,0,44.86,9.94,44.86,Direct,Credit Card,Europe,Returning,False,,False
ORD102767,CUST03181,2024-11-03,Electronics,Laptop Stand,131.84,4,30,527.36,3.03,369.15,Organic Search,Credit Card,North America,VIP,False,5.0,True
ORD109386,CUST02927,2023-11-01,Home & Kitchen,Air Fryer,144.41,1,0,144.41,8.77,144.41,Direct,Debit Card,North America,New,False,,False
ORD108751,CUST03343,2024-10-18,Toys & Games,Building Blocks Set,20.98,1,5,20.98,3.6,19.93,Organic Search,Buy Now Pay Later,Asia Pacific,New,False,3.0,True
ORD106765,CUST03009,2023-06-19,Home & Kitchen,Knife Set,155.3,1,0,155.3,7.19,155.3,Social Media,Credit Card,Asia Pacific,New,False,,False
ORD112130,CUST00211,2024-10-11,Beauty & Personal Care,Face Serum,66.91,4,20,267.64,10.95,214.11,Social Media,Credit Card,North America,New,False,,False
ORD115164,CUST01815,2024-11-25,Home & Kitchen,Knife Set,135.41,2,10,270.82,6.53,243.74,Paid Search,Credit Card,Latin America,Returning,False,1.0,True
ORD113024,CUST01755,2024-10-04,Apparel,Rain Jacket,30.37,4,0,121.48,7.77,121.48,Paid Search,Credit Card,North America,New,False,4.0,True
ORD113611,CUST01000,2024-07-06,Apparel,Denim Jacket,74.29,1,0,74.29,4.86,74.29,Organic Search,Debit Card,Europe,Returning,False,5.0,True
ORD112539,CUST00555,2023-10-07,Toys & Games,Building Blocks Set,36.02,2,25,72.04,10.93,54.03,Organic Search,PayPal,Europe,New,False,,False
ORD114179,CUST00904,2024-10-13,Electronics,Phone Case,126.03,2,15,252.06,11.24,214.25,Direct,Gift Card,North America,Returning,False,,False
ORD109696,CUST02168,2023-08-23,Toys & Games,Building Blocks Set,59.24,1,0,59.24,7.63,59.24,Organic Search,PayPal,North America,VIP,True,4.0,True
ORD114726,CUST01010,2024-08-02,Toys & Games,Building Blocks Set,29.38,1,20,29.38,7.25,23.5,Organic Search,PayPal,North America,Returning,False,,False
ORD106571,CUST01468,2024-12-13,Toys & Games,Puzzle 1000pc,49.18,1,30,49.18,9.21,34.43,Email,Gift Card,North America,New,False,,False
ORD105231,CUST01242,2024-01-15,Apparel,Denim Jacket,18.94,1,0,18.94,7.29,18.94,Direct,Credit Card,Latin America,Returning,False,,False
ORD115415,CUST00289,2023-11-03,Electronics,Phone Case,211.72,2,25,423.44,5.67,317.58,Paid Search,Credit Card,Europe,Returning,False,3.0,True
ORD110853,CUST02075,2023-07-09,Electronics,Laptop Stand,89.46,2,0,178.92,3.71,178.92,Social Media,PayPal,Asia Pacific,Returning,False,5.0,True
ORD114509,CUST02738,2024-05-05,Apparel,Wool Sweater,30.65,1,0,30.65,7.25,30.65,Social Media,Gift Card,North America,New,True,3.0,True
